ID_ESTUDIOS,ESTATUS DE ESTUDIO,AÑO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
3529,AMBOS,2008,MÉXICO,"SUPERVISIÓN TÉCNICA PARA LA EJECUCIÓN DE PRUEBAS DE BOMBEO PARA EL SANEAMIENTO DEL ACUÍFERO CUAUTITLÁN-PACHUCA, CONTAMINADO LOCALMENTE EN EL MUNICIPIO DE TULTITLÁN, ESTADO DE MÉXICO","SUPERVISIÓN TÉCNICA PARA LA EJECUCIÓN DE PRUEBAS DE BOMBEO PARA EL SANEAMIENTO DEL ACUÍFERO CUAUTITLÁN-PACHUCA, CONTAMINADO LOCALMENTE EN EL MUNICIPIO DE TULTITLÁN, ESTADO DE MÉXICO","PROYECTOS, ESTUDIOS Y SISTEMAS SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-002-2008,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/15 MÉXICO/PDF/3529_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/15 MÉXICO/PDF/3529_EC.pdf,MÉXICO
3542,AMBOS,2004,AGUASCALIENTES JALISCO ZACATECAS,INTEGRACIÓN Y PLAN DE MANEJO PARA EL ACUÍFERO INTERESTATAL OJOCALIENTE - AGUASCALIENTES - ENCARNACIÓN,"INTEGRACIÓN Y PLAN DE MANEJO PARA EL ACUÍFERO INTERESTATAL 3212 OJOCALIENTE - 0101 VALLE DE AGUASCALIENTES - 1422 ENCARNACIÓN, ESTADOS DE ZACATECAS, AGUASCALIENTES Y JALISCO","DESARROLLO Y SISTEMAS, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-017-PRO03,2,3,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3542_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3542_EC.pdf,AGUASCALIENTES
3564,AMBOS,2010,ZACATECAS,"REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO Y DE CALIDAD DEL AGUA EN LOS ACUÍFEROS DE: GUADALUPE DE LAS CORRIENTES, PUERTO MADERO, VILLA HIDALGO, PINOS Y ESPÍRITU SANTO.","REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO Y DE CALIDAD DEL AGUA EN LOS ACUÍFEROS DE: GUADALUPE DE LAS CORRIENTES, PUERTO MADERO, VILLA HIDALGO, PINOS Y ESPÍRITU SANTO.",INGENIERÍA Y GESTIÓN HÍDRICA S.C.,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCCCN-ZAC-10-027-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/3564_CC.pdf,,ZACATECAS
3570,DIGITAL,2009,PUEBLA TLAXCALA VERACRUZ DE IGNACIO DE LA LLAVE,"MANEJO INTEGRADO DE LAS AGUAS SUBTERRÁNEAS EN EL ACUÍFERO HUAMANTLA-LIBRES ORIENTAL-PEROTE, PUEBLA Y VERACRUZ","MANEJO INTEGRADO DE LAS AGUAS SUBTERRÁNEAS EN EL ACUÍFERO HUAMANTLA-LIBRES ORIENTAL-PEROTE, PUEBLA Y VERACRUZ","INGENIERÍA Y GESTION HIDRICA, SOCIEDAD CIVIL",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCB-PUE-09-P-113-RF-I3,,5,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/21 PUEBLA/PDF/3570_CC.pdf,,PUEBLA
3571,AMBOS,2008,GUANAJUATO,"DETERMINACIÓN DE LA DE LA VULNERABILIDAD A LA CONTAMINACIÓN EN LOS 10 ACUÍFEROS DEL ALTO LERMA, GUANAJUATO, MEX., MICHOACÁN","DETERMINACIÓN DE LA DE LA VULNERABILIDAD A LA CONTAMINACIÓN EN LOS 10 ACUÍFEROS DEL ALTO LERMA, GUANAJUATO, MEX., MICHOACÁN","LARAMIDE INGENIEROS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-015-PRO03,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/3571_CC.pdf,,GUANAJUATO
3581,AMBOS,2011,ZACATECAS,"ESTUDIO DE INSTRUMENTACIÓN DE LAS REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS: AGUANAVAL, CALERA Y CHUPADEROS, ESTADO DE ZACATECAS.","ESTUDIO DE INSTRUMENTACIÓN DE LAS REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS: AGUANAVAL, CALERA Y CHUPADEROS, ESTADO DE ZACATECAS.",INGENIERÍA Y GESTIÓN HÍDRICA SOCIEDAD CIVIL,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCCCN-ZAC-11-008-RF LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/3581_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/3581_EC.pdf,ZACATECAS
3582,FÍSICO,2010,COAHUILA DE ZARAGOZA,"EVALUACIÓN DE LA RECARGA INCIDENTAL AL ACUÍFERO PRINCIPAL REGIÓN LAGUNERA, POR LA AVENIDA EXTRAORDINARIA DEL RÍO NAZAS, 2010
CUARTA ETAPA DEL ESTUDIO DE RECARGA ARTIFICIAL ACUÍFERO PRINCIPAL-REGION LAGUNERA, ESTADOS DE COAHUILA-DURANGO ","EVALUACIÓN DE LA RECARGA INCIDENTAL AL ACUÍFERO PRINCIPAL REGIÓN LAGUNERA, POR LA AVENIDA EXTRAORDINARIA DEL RÍO NAZAS, 2010
CUARTA ETAPA DEL ESTUDIO DE RECARGA ARTIFICIAL ACUÍFERO PRINCIPAL-REGION LAGUNERA, ESTADOS DE COAHUILA-DURANGO ",SERVICIO GEOLÓGICO MEXICANO (SGM),,SGT-OCCCNRL-10-07-RF-CC,2,2,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/3582_EC.pdf,COAHUILA DE ZARAGOZA
3584,FÍSICO,2013,CHIHUAHUA,"ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO DE LAGUNA DE LOS PATOS, DEL ESTADO DE CHIHUAHUA","ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DEL ACUÍFERO DE LAGUNA DE LOS PATOS, DEL ESTADO DE CHIHUAHUA",INGENIERO JESÚS RUBÉN SANCHEZ RODRÍGUEZ CONSTRUCCIONES,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCRB-NL-13-GAS-069-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3584_CC.pdf,,CHIHUAHUA
3590,FÍSICO,2011,CIUDAD DE MÉXICO MÉXICO,"ESTUDIO DE IMPACTO POR LA SUBSIDENCIA OCASIONADA POR LA EXTRACCIÓN, USO Y MANEJO DE LOS RECURSOS HÍDRICOS EN LOS ACUÍFEROS TEXCOCO Y CHALCO-AMECAMECA, DISTRITO FEDERAL Y ESTADO DE MÉXICO.
FASE 1: MEDICIÓN DE HUNDIMIENTO MEDIANTE INSAR","ESTUDIO DE IMPACTO POR LA SUBSIDENCIA OCASIONADA POR LA EXTRACCIÓN, USO Y MANEJO DE LOS RECURSOS HÍDRICOS EN LOS ACUÍFEROS 1507 TEXCOCO Y 1506 CHALCO - AMECAMECA, DISTRITO FEDERAL Y ESTADO DE MÉXICO, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO
FASE 1: MEDICIÓN DE HUNDIMIENTO MEDIANTE INSAR","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",GRUPO EMPRESARIAL PREDIO VISTAS DEL PEDREGAL,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3590_CC.pdf,,CIUDAD DE MÉXICO
3615,FÍSICO,2006,AGUASCALIENTES ZACATECAS,"ESCENARIOS DEL AGUA 2015 Y 2030 EN EL ACUÍFERO INTERESTATAL OJOCALIENTE-AGUASCALIENTES-ENCARNACIÓN ACCIONES PARA UN DESARROLLO CON SUSTENTABILIDAD AMBIENTAL, ESTADOS DE AGUASCALIENTES Y ZACATECAS","ESCENARIOS DEL AGUA 2015 Y 2030 EN EL ACUÍFERO INTERESTATAL OJOCALIENTE-AGUASCALIENTES-ENCARNACIÓN ACCIONES PARA UN DESARROLLO CON SUSTENTABILIDAD AMBIENTAL, ESTADOS DE AGUASCALIENTES Y ZACATECAS",COMITÉ TÉCNICO DE AGUAS SUBTERRÁNEAS OJOCALIENTE AGUASCALIENTES ENCARNACIÓN,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/3615_CC.pdf,,ZACATECAS
3640,FÍSICO,2001,CIUDAD DE MÉXICO,DICTAMEN GEOHIDROLÓGICO PARA EL ABASTECIMIENTO DE AGUA POTABLE Y RECARGA AL ACUÍFERO,"DICTAMEN GEOHIDROLÓGICO PARA EL ABASTECIMIENTO DE AGUA POTABLE Y RECARGA AL ACUÍFERO, DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO","CONSULTORES EN INGENIERÍA Y PROYECTOS, SOCIEDAD CIVIL (COINPRO)",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/3640_CC.pdf,,CIUDAD DE MÉXICO
3652,DIGITAL,2013,COAHUILA DE ZARAGOZA,"ESTUDIO GEOHIDROLÓGICO DE LOS ACUÍFEROS EL HUNDIDO (0506) Y LA PAILA (0509), ESTADO DE COAHUILA
TOMO 1: ACUÍFERO EL HUNDIDO (0506) DIGITAL
TOMO 2: ACUÍFERO LA PAILA (0509)","ESTUDIO GEOHIDROLÓGICO DE LOS ACUÍFEROS EL HUNDIDO (0506) Y LA PAILA (0509), ESTADO DE COAHUILA
TOMO 1: ACUÍFERO EL HUNDIDO (0506) DIGITAL
TOMO 2: ACUÍFERO LA PAILA (0509)",INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA (IMTA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),C.C.03.01.03.0.2013.-000056 CHECAR,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/3652_EC.pdf,COAHUILA DE ZARAGOZA
3671,DIGITAL,2013,VERACRUZ DE IGNACIO DE LA LLAVE,"ESTUDIO GEOHIDROLÓGICO PARA EL ESTABLECIMIENTO Y/O AMPLIACIÓN DE ZONAS DE VEDA, REGLAMENTACIÓN Y RESERVA DE LAS AGUAS SUBTERRÁNEAS EN LOS ACUÍFEROS: COTAXTLA Y PEROTE-ZALAYETA, EN EL ESTADO DE VERACRUZ.","ESTUDIO GEOHIDROLÓGICO PARA EL ESTABLECIMIENTO Y/O AMPLIACIÓN DE ZONAS DE VEDA, REGLAMENTACIÓN Y RESERVA DE LAS AGUAS SUBTERRÁNEAS EN LOS ACUÍFEROS: COTAXTLA Y PEROTE-ZALAYETA, EN EL ESTADO DE VERACRUZ.","TLÁLOC INGENIERÍA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCGC-VER-13-005-RF-13,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/30 VERACRUZ DE IGNACIO DE LA LLAVE/PDF/3671_CC.pdf,,VERACRUZ DE IGNACIO DE LA LLAVE
3708,DIGITAL,2015,ZACATECAS,"ESTUDIO DE CARACTERIZACIÓN HIDROGEOLÓGICA DEL ACUÍFERO EL PALMAR, ZACATECAS.","ESTUDIO DE CARACTERIZACIÓN HIDROGEOLÓGICA DEL ACUÍFERO EL PALMAR, ZACATECAS.",INVESTIGACIÓN Y DESARROLLO DE ACUÍFEROS Y AMBIENTE (IDEAS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/3708_CC.pdf,,ZACATECAS
4000,AMBOS,2013,COLIMA,"ESTUDIO DE EXPLORACIÓN HIDROGEOLÓGICA PARA DETERMINAR LA POSICIÓN DE LA INTERFASE SALINA EN ZONA COSTERA DEL ACUÍFERO ARMERÍA-TECOMÁN-PERIQUILLOS, EN EL ESTADO DE COLIMA.","ESTUDIO DE EXPLORACIÓN HIDROGEOLÓGICA PARA DETERMINAR LA POSICIÓN DE LA INTERFASE SALINA EN ZONA COSTERA DEL ACUÍFERO ARMERÍA-TECOMÁN-PERIQUILLOS, EN EL ESTADO DE COLIMA, 0603 ARMERÍA - TECOMÁN - PERIQUILLOS",SERVICIO GEOLÓGICO MEXICANO (SGM),COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCLSP-COL-I3-EP-007-RF-CC,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/4000_CC.pdf,,COLIMA
4004,FÍSICO,2013,CIUDAD DE MÉXICO,ESTUDIO DE INVESTIGACIÓN DE LAS CARACTERÍSTICAS GEOLÓGICAS E HIDROGEOLÓGICAS POR TOMOGRAFÍA REMOTA TÉRMICA DEL ÁREA DEL VALLE DE MÉXICO,"ESTUDIO DE INVESTIGACIÓN DE LAS CARACTERÍSTICAS GEOLÓGICAS E HIDROGEOLÓGICAS POR TOMOGRAFÍA REMOTA TÉRMICA DEL ÁREA DEL VALLE DE MÉXICO, DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CD. DE MÉXICO",COMPAÑÍA MEXICANA DE EXPLORACIONES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO (SACMEX),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/4004_CC.pdf,,CIUDAD DE MÉXICO
4006,FÍSICO,2013,SINALOA,"ESTUDIO TÉCNICO JUSTIFICATIVO PARA EL ORDENAMIENTO EN EL ACUÍFERO RÍO CAÑAS CLAVE 2513, EN EL ESTADO DE SINALOA","ESTUDIO TÉCNICO JUSTIFICATIVO PARA EL ORDENAMIENTO EN EL ACUÍFERO RÍO CAÑAS CLAVE 2513, EN EL ESTADO DE SINALOA","GRUPO DAN SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/25 SINALOA/PDF/4006_CC.pdf,,SINALOA
4007,FÍSICO,2013,SINALOA,"ESTUDIO DE INSTRUMENTACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO EN LOS ACUÍFEROS DE LOS RÍOS PRESIDIO, ELOTA, PIAXTLA, Y VALLE DE ESCUINAPA, EN EL ESTADO DE SINALOA.
TOMO 1 ACUÍFERO 2509 RÍO PRESIDIO
TOMO 2 ACUÍFERO 2506 RÍO ELOTA
TOMO 3 ACUÍFERO 2507 RÍO PIAXTLA 
TOMO 4 ACUÍFERO 2511 VALLE DE ESCUINAPA","ESTUDIO DE INSTRUMENTACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO EN LOS ACUÍFEROS DE LOS RÍOS PRESIDIO, ELOTA, PIAXTLA, Y VALLE DE ESCUINAPA, EN EL ESTADO DE SINALOA.
TOMO 1 ACUÍFERO 2509 RÍO PRESIDIO
TOMO 2 ACUÍFERO 2506 RÍO ELOTA
TOMO 3 ACUÍFERO 2507 RÍO PIAXTLA 
TOMO 4 ACUÍFERO 2511 VALLE DE ESCUINAPA","SANX INGENIERÍA INTEGRAL Y DESARROLLO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCPN-SIN-I3-001-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/25 SINALOA/PDF/4007_CC.pdf,,SINALOA
4101,DIGITAL,1980,YUCATÁN,"INFORME DEL ESTUDIO GEOFÍSICO REALIZADO COMO UNA PRIMERA ETAPA DEL ESTUDIO DE LA ZONA SUR DEL ESTADO DE YUCATÁN (INGENIO CAÑERO) LLEVADO A CABO EN EL PROYECTO DENOMINADO ""AYIM ZONA CAÑERA"" MUNICIPIO DE TEKAX, EN EL ESTADO DE YUCATÁN EFECTUADO POR LA RESIDENCIA DE ESTUDIOS ESPECIALES.
","INFORME DEL ESTUDIO GEOFÍSICO REALIZADO COMO UNA PRIMERA ETAPA DEL ESTUDIO DE LA ZONA SUR DEL ESTADO DE YUCATÁN (INGENIO CAÑERO) LLEVADO A CABO EN EL PROYECTO DENOMINADO ""AYIM ZONA CAÑERA"" MUNICIPIO DE TEKAX, EN EL ESTADO DE YUCATÁN EFECTUADO POR LA RESIDENCIA DE ESTUDIOS ESPECIALES.
",INGENIERÍA AGRÍCOLA PARA EL DESARROLLO RURAL REGIÓN ÍSTMICA Y PENÍNSULA DE YUCATÁN,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/4101_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/4101_EC.pdf,YUCATÁN
4709,DIGITAL,1981,HIDALGO,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE ÁPAN, ESTADO DE HIDALGO","ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE ÁPAN, ESTADO DE HIDALGO",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-67-GD,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/4709_EC.pdf,HIDALGO
6504,FÍSICO,1993,JALISCO,ESTUDIO HIDROGEOQUÍMICO E ISOTÓPICO DE LA ZONA DE TOLUQUILLA?OCOTLÁN?LA BARCA ESTADO DE JALISCO,ESTUDIO HIDROGEOQUÍMICO E ISOTÓPICO DE LA ZONA DE TOLUQUILLA?OCOTLÁN?LA BARCA ESTADO DE JALISCO,,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/14 JALISCO/PDF/6504_CC.pdf,,JALISCO
6509,DIGITAL,2014,CIUDAD DE MÉXICO,ESTUDIO GEOFÍSICO 2D DE ALTA RESOLUCIÓN EN LA CIUDAD DE MÉXICO,"ESTUDIO GEOFÍSICO 2D DE ALTA RESOLUCIÓN EN LA CIUDAD DE MÉXICO, DISTRITO FEDERAL, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CD. DE MÉXICO",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),COMISIÓN NACIONAL DEL AGUA (CONAGUA),CGPEAYS-UNAM-02/2013,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/6509_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/6509_EC.pdf,CIUDAD DE MÉXICO
7334,AMBOS,2000,JALISCO,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO ENCARNACIÓN, ESTADO DE JALISCO","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO ENCARNACIÓN, ESTADO DE JALISCO",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/14 JALISCO/PDF/7334_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/14 JALISCO/PDF/7334_EC.pdf,JALISCO
7914,FÍSICO,2016,SONORA,DIAGNÓSTICO DEL FUNCIONAMIENTO HIDROLÓGICO DE LA CUENCA DEL RÍO COLORADO,DIAGNÓSTICO DEL FUNCIONAMIENTO HIDROLÓGICO DE LA CUENCA DEL RÍO COLORADO,UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA (UACH),COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GIABA-DF-16-12-RF-AD,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7914_CC.pdf,,CHIHUAHUA
7924,FÍSICO,2006,CHIHUAHUA,ESTUDIO PREVIO JUSTIFICATIVO PARA EL ESTABLECIMIENTO DEL ÁREA NATURAL PROTEGIDA,ESTUDIO PREVIO JUSTIFICATIVO PARA EL ESTABLECIMIENTO DEL ÁREA NATURAL PROTEGIDA,COMISIÓN NACIONAL DE ÁREAS NATURALES PROTEGIDAS (CONANP),SECRETARÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7924_CC.pdf,,CHIHUAHUA
7925,FÍSICO,2007,CHIHUAHUA,"PRESENTACIÓN DE LOS RESULTADOS DE LOS ESTUDIOS TÉCNICOS DEL ACUÍFERO DENOMINADO ""LA LAGUNA DE SANTA MARÍA"", CHIH.","PRESENTACIÓN DE LOS RESULTADOS DE LOS ESTUDIOS TÉCNICOS DEL ACUÍFERO DENOMINADO ""LA LAGUNA DE SANTA MARÍA"", CHIHUAHUA",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7925_CC.pdf,,CHIHUAHUA
7927,FÍSICO,2000,CHIHUAHUA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO DE ASCENSIÓN, ESTADO DE CHIHUAHUA","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO DE ASCENSIÓN, ESTADO DE CHIHUAHUA",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7927_CC.pdf,,CHIHUAHUA
7928,FÍSICO,2000,CHIHUAHUA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO ALTA BABÍCORA, ESTADO DE CHIHUAHUA","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO ALTA BABÍCORA, ESTADO DE CHIHUAHUA",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7928_CC.pdf,,CHIHUAHUA
7930,FÍSICO,2000,CHIHUAHUA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO PARRAL-VALLE DEL VERANO, ESTADO DE CHIHUAHUA","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO PARRAL-VALLE DEL VERANO, ESTADO DE CHIHUAHUA",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7930_CC.pdf,,CHIHUAHUA
7931,FÍSICO,2000,CHIHUAHUA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO FLORES MAGÓN VILLA AHUMADA, ESTADO DE CHIHUAHUA","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO FLORES MAGÓN VILLA AHUMADA, ESTADO DE CHIHUAHUA",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7931_CC.pdf,,CHIHUAHUA
7933,AMBOS,2006,CHIHUAHUA,"ESTUDIO HIDROGEOLÓGICO REGIONAL DE LOS ACUÍFEROS DEL NOROESTE DEL ESTADO DE CHIHUAHUA
TOMO01: ACUÍFERO LAGUNA DE TARABILLAS) INFORME FINAL (FÍSICO Y DIGITAL)
TOMO02: ACUÍFERO LAGUNA DE SANTA MARIA (DIGITAL)
TOMO03: ACUÍFERO SANTA MARIA (PALMAR DEL BERRENDO) (DIGITAL)
TOMO04: ACUÍFERO FLORES MAGÓN-VILLA AHUMADA (DIGITAL)
TOMO05: ACUÍFERO EL SABINAL (DIGITAL)","ESTUDIO HIDROGEOLÓGICO REGIONAL DE LOS ACUÍFEROS DEL NOROESTE DEL ESTADO DE CHIHUAHUA, (ACUÍFERO LAGUNA DE TARABILLAS) INFORME FINAL",INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA (IMTA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7933_CC.pdf,,CHIHUAHUA
7935,FÍSICO,2007,CHIHUAHUA,ANÁLISIS DE LOS ESTUDIOS DE DISPONIBILIDAD DEL ACUÍFERO LAGUNA DE TARABILLAS Y REEVALUACIÓN DE LA MISMA MEDIANTE 4 MÉTODOS HIDROGEOLÓGICOS ALTERNATIVOS,ANÁLISIS DE LOS ESTUDIOS DE DISPONIBILIDAD DEL ACUÍFERO LAGUNA DE TARABILLAS Y REEVALUACIÓN DE LA MISMA MEDIANTE 4 MÉTODOS HIDROGEOLÓGICOS ALTERNATIVOS,UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA (UACH),UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA (UACH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7935_CC.pdf,,CHIHUAHUA
7936,FÍSICO,1991,CHIHUAHUA,"ESTUDIO DE FACTIBILIDAD PARA LA REHABILITACIÓN DE LA LAGUNA DE BUSTILLOS, MUNICIPIO DE CUAUHTÉMOC, EN EL ESTADO DE CHIHUAHUA","ESTUDIO DE FACTIBILIDAD PARA LA REHABILITACIÓN DE LA LAGUNA DE BUSTILLOS, MUNICIPIO DE CUAUHTÉMOC, EN EL ESTADO DE CHIHUAHUA","ANÁHUAC INGENIEROS, CONSULTORES Y SUPERVISORES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),CNA-GRN-90-010,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/7936_CC.pdf,,CHIHUAHUA
